Date;Heure;No Vol;Aeronef;OD;Secteur
Lundi;05:30;BC7561;E75;YYZ;D
Lundi;05:30;BF6278;CR7;DTW;T
Lundi;05:45;BG4087;CR9;ATL;T
Lundi;06:00;BE2438;73H;MIA;T
Lundi;06:00;AA481;320;YYZ;D
Lundi;06:00;BG3700;CR9;MSP;T
Lundi;06:00;BC1634;319;MCO;T
Lundi;06:00;BC1784;319;CZM;I
Lundi;06:00;BC1882;76W;CUN;I
Lundi;06:00;BC1986;321;PUJ;I
Lundi;06:00;AX448;DH4;YTZ;D
Lundi;06:00;BH4571;E75;PHL;T
Lundi;06:00;AG306;73H;SNU;I
Lundi;06:00;AG606;73H;CCC;I
Lundi;06:00;BI3513;DH4;YYZ;D
Lundi;06:15;BJ4728;ER4;ORD;T
Lundi;06:20;BK3533;E75;DFW;T
Lundi;06:30;AA485;320;YYZ;D
Lundi;06:30;BC7630;E75;LGA;T
Lundi;06:30;AW7951;DH4;YTZ;D
Lundi;06:30;BA1902;DH1;YZV;D
Lundi;06:30;BA1902;DH3;YZV;D
Lundi;06:30;BI3543;DH4;YYZ;D
Lundi;06:35;BK3351;ER4;LGA;T
Lundi;06:35;AX450;DH4;YQG;D
Lundi;06:40;BL3669;E7W;EWR;T
Lundi;06:45;BC1600;76W;FLL;T
Lundi;07:00;AA401;7M8;YYZ;D
Lundi;07:00;AY820;DH3;YZG;D
Lundi;07:00;BG3679;CR9;LGA;T
Lundi;07:05;BC1752;319;CUR;I
Lundi;07:15;BG3833;CR9;JFK;T
Lundi;07:15;BI3652;DH4;BOS;T
Lundi;07:25;AA301;333;YVR;D
Lundi;07:25;AX454;DH4;YTZ;D
Lundi;07:25;BH4718;E75;CLT;T
Lundi;07:30;AA1210;320;PBI;T
Lundi;07:30;AW7953;DH4;YTZ;D
Lundi;07:30;AG728;73H;LIR;I
Lundi;07:30;BI3519;DH4;YYZ;D
Lundi;07:40;BC1650;319;MIA;T
Lundi;07:40;BC1844;76W;SJO;I
Lundi;07:40;AW8671;CR2;YOW;D
Lundi;07:45;AA1268;320;RSW;T
Lundi;07:45;AW8593;CR9;YWG;D
Lundi;07:45;AW8819;CR2;YHM;D
Lundi;07:45;BI3448;DH4;YQB;D
Lundi;07:55;AA581;E90;ORD;T
Lundi;07:55;AW8704;DH4;YQB;D
Lundi;08:00;AA403;320;YYZ;D
Lundi;08:00;AA797;320;LAX;T
Lundi;08:00;AA974;319;BGI;I
Lundi;08:00;BC7556;E75;YHZ;D
Lundi;08:00;AG426;73H;PUJ;I
Lundi;08:00;AU1054;73H;FLL;T
Lundi;08:05;AZ921;DH1;YKQ;D
Lundi;08:15;AA331;320;YEG;D
Lundi;08:15;AZ927;DH1;YNS;D
Lundi;08:15;AW8500;DH3;YFC;D
Lundi;08:15;AB212;73H;RIH;I
Lundi;08:15;AB382;313;PVR;I
Lundi;08:20;BC7727;E75;DFW;T
Lundi;08:20;AW8788;DH3;YSJ;D
Lundi;08:20;AG517;73H;CUN;I
Lundi;08:25;AW8490;CR9;EWR;T
Lundi;08:25;AW8696;DH1;YZV;D
Lundi;08:25;AX456;DH4;YTZ;D
Lundi;08:30;AA317;320;YYC;D
Lundi;08:30;AY800;DH3;YZG;D
Lundi;08:30;BC1890;319;PHX;T
Lundi;08:30;AW7955;DH4;YTZ;D
Lundi;08:30;AB562;73H;SNU;I
Lundi;08:35;BC7632;E75;LGA;T
Lundi;08:40;BC1855;319;LAS;T
Lundi;08:40;BC7526;E75;YYT;D
Lundi;08:45;AA761;320;SFO;T
Lundi;08:45;AW8454;CR9;BOS;T
Lundi;08:45;AW8822;CR2;YQM;D
Lundi;08:45;AG788;73H;RTB;I
Lundi;08:45;BI3521;DH4;YYZ;D
Lundi;08:50;AW8682;DH3;YBG;D
Lundi;08:55;BC7703;E75;IAH;T
Lundi;09:00;AA405;320;YYZ;D
Lundi;09:00;AW8706;DH3;YGR;D
Lundi;09:00;AW8755;DH1;YUY;D
Lundi;09:00;AB560;333;CUN;I
Lundi;09:05;AW8968;DH1;YYY;D
Lundi;09:05;AX458;DH4;YQT;D
Lundi;09:05;AB220;73H;MGA;I
Lundi;09:09;BL3673;E7W;EWR;T
Lundi;09:15;AB960;73H;RTB;I
Lundi;09:15;AB976;332;PUJ;I
Lundi;09:20;BC7300;BEH;BDL;T
Lundi;09:20;AW8751;DH3;YVO;D
Lundi;09:25;BI3451;DH4;YHZ;D
Lundi;09:30;AY704;73M;YPX;D
Lundi;09:30;AO179;320;HOG;I
Lundi;09:30;AW7957;DH4;YTZ;D
Lundi;09:40;AB386;73H;VRA;I
Lundi;09:45;BJ4714;ER4;IAD;T
Lundi;09:45;AB512;73H;POP;I
Lundi;10:00;AA407;7M8;YYZ;D
Lundi;10:00;BB866;73Q;YFB;D
Lundi;10:00;AX460;DH4;YTZ;D
Lundi;10:00;BI3523;DH4;YYZ;D
Lundi;10:01;AD681;73H;MEX;I
Lundi;10:15;AT267;788;DTW;T
Lundi;10:26;BK3746;ER4;LGA;T
Lundi;10:30;BF6190;CR7;DTW;T
Lundi;10:30;AW7959;DH4;YTZ;D
Lundi;10:35;BP5415;CR7;LGA;T
Lundi;10:35;AB670;320;HAV;I
Lundi;10:40;BC7634;E75;LGA;T
Lundi;10:55;BC7593;E75;ORD;T
Lundi;11:00;AA409;320;YYZ;D
Lundi;11:00;AX464;DH4;YTZ;D
Lundi;11:00;AB186;333;LRM;I
Lundi;11:00;BI3525;DH4;YYZ;D
Lundi;11:10;BC1602;76W;FLL;T
Lundi;11:10;AG424;73H;PUJ;I
Lundi;11:15;BJ4742;ER4;ORD;T
Lundi;11:25;AW8969;DH4;YOW;D
Lundi;11:26;BK3750;ER4;LGA;T
Lundi;11:30;AW7961;DH4;YTZ;D
Lundi;11:30;BM4900;ER4;PHL;T
Lundi;11:45;BA1932;DH1;YWK;D
Lundi;11:59;BG3845;CR2;JFK;T
Lundi;12:00;AA411;320;YYZ;D
Lundi;12:00;BI3527;DH4;YYZ;D
Lundi;12:05;AW8710;DH1;YZV;D
Lundi;12:15;AX465;DH4;YHZ;D
Lundi;12:15;BI3432;DH4;YQB;D
Lundi;12:23;BN3130;CR2;ORD;T
Lundi;12:26;BF6282;CR7;DTW;T
Lundi;12:30;AW7963;DH4;YTZ;D
Lundi;12:40;BC7558;E75;YHZ;D
Lundi;13:00;AA413;320;YYZ;D
Lundi;13:02;BG3751;CR9;ATL;T
Lundi;13:05;AW8456;CR2;BOS;T
Lundi;13:10;AW8502;DH3;YFC;D
Lundi;13:10;AW8712;DH3;YQB;D
Lundi;13:12;BG3763;CR9;LGA;T
Lundi;13:15;AW8511;CR2;YYG;D
Lundi;13:17;BK3952;ERD;JFK;T
Lundi;13:25;AW8595;CR9;YWG;D
Lundi;13:30;BC7304;BEH;BDL;T
Lundi;13:30;BC7636;E75;LGA;T
Lundi;13:30;AW7965;DH4;YTZ;D
Lundi;13:30;AW8492;CR9;EWR;T
Lundi;13:30;AW8971;DH4;YOW;D
Lundi;13:40;AW8030;CR2;PHL;T
Lundi;13:40;AW8900;DH4;YQM;D
Lundi;13:45;AW8824;CR9;DCA;T
Lundi;13:45;BH4510;E75;PHL;T
Lundi;13:50;AX470;DH4;YQT;D
Lundi;13:55;BC7595;E75;ORD;T
Lundi;13:55;AW8740;DH1;ZBF;D
Lundi;14:00;AA415;320;YYZ;D
Lundi;14:00;AA664;320;YHZ;D
Lundi;14:00;BC1610;76W;FLL;T
Lundi;14:00;BI3529;DH4;YYZ;D
Lundi;14:05;AA305;320;YVR;D
Lundi;14:10;AA17;788;PVG;I
Lundi;14:10;AW8714;DH1;YQB;D
Lundi;14:25;AW8172;CR2;IAD;T
Lundi;14:30;AW7967;DH4;YTZ;D
Lundi;14:35;BC1758;319;POP;I
Lundi;14:35;AW8684;DH3;YBG;D
Lundi;14:40;AA1071;E90;DEN;T
Lundi;15:00;AA417;7M8;YYZ;D
Lundi;15:00;BC1884;76W;CUN;I
Lundi;15:00;AW8987;DH1;YOW;D
Lundi;15:00;AX472;DH4;YTZ;D
Lundi;15:10;AW8716;DH4;YQB;D
Lundi;15:15;AW8786;DH3;YSJ;D
Lundi;15:30;BC7638;E75;LGA;T
Lundi;15:30;AW7969;DH4;YTZ;D
Lundi;15:35;BP5107;CR9;ATL;T
Lundi;15:45;AG378;73H;VRA;I
Lundi;15:50;AW8460;CR2;BOS;T
Lundi;16:00;AA419;320;YYZ;D
Lundi;16:00;AW8757;DH1;YUY;D
Lundi;16:00;AW8821;CR2;YHM;D
Lundi;16:00;AW8902;DH4;YQM;D
Lundi;16:00;AW8964;DH1;YBC;D
Lundi;16:00;AX476;DH4;YTZ;D
Lundi;16:00;BI3516;DH4;YQB;D
Lundi;16:00;BI3531;DH4;YYZ;D
Lundi;16:10;BC7560;E75;YHZ;D
Lundi;16:10;AW8718;DH3;YQB;D
Lundi;16:15;BC7302;BEH;BDL;T
Lundi;16:20;AA321;319;YYC;D
Lundi;16:20;BC1746;319;VRA;I
Lundi;16:20;BC1768;319;SNU;I
Lundi;16:25;BI3610;DH4;BOS;T
Lundi;16:30;BC1606;76W;FLL;T
Lundi;16:30;AW7971;DH4;YTZ;D
Lundi;16:40;AW8975;CR9;YOW;D
Lundi;16:45;AA307;320;YVR;D
Lundi;16:45;AW8494;CR2;EWR;T
Lundi;16:45;BA1910;DH1;YZV;D
Lundi;16:50;BM4899;ER4;PHL;T
Lundi;16:51;BG3771;CR9;JFK;T
Lundi;16:55;AA783;320;LAX;T
Lundi;16:55;AT268;788;AMM;I
Lundi;17:00;AA835;333;YYZ;D
Lundi;17:00;AW8722;DH4;YQB;D
Lundi;17:00;AX478;DH4;YQG;D
Lundi;17:00;BI3533;DH4;YYZ;D
Lundi;17:00;AU543;736;YVR;D
Lundi;17:10;AA781;319;SFO;T
Lundi;17:10;BC1652;321;MIA;T
Lundi;17:10;BC7685;E75;IAH;T
Lundi;17:19;BO4194;ER4;EWR;T
Lundi;17:20;BC7597;E75;ORD;T
Lundi;17:20;BN3126;CR2;ORD;T
Lundi;17:25;AW8753;DH3;YVO;D
Lundi;17:30;BP5479;CR7;LGA;T
Lundi;17:30;BC1636;76W;MCO;T
Lundi;17:30;AW7973;DH4;YTZ;D
Lundi;17:30;AW8013;CR2;YOW;D
Lundi;17:40;AW8698;DH1;YWK;D
Lundi;17:40;AX479;DH4;YTM;D
Lundi;17:45;BC7640;E75;LGA;T
Lundi;17:45;AU217;73W;YYC;D
Lundi;17:58;BF6245;CR7;DTW;T
Lundi;17:59;BK3587;ER4;JFK;T
Lundi;18:00;AA423;320;YYZ;D
Lundi;18:00;AW8597;CR9;YWG;D
Lundi;18:00;AW8726;DH3;YQB;D
Lundi;18:00;AW8973;DH4;YOW;D
Lundi;18:00;AX482;DH4;YTZ;D
Lundi;18:00;BI3535;DH4;YYZ;D
Lundi;18:05;AW8462;CR2;BOS;T
Lundi;18:10;BJ4738;ER4;ORD;T
Lundi;18:15;BK3600;ERD;LGA;T
Lundi;18:25;AA668;E90;YYT;D
Lundi;18:25;AA874;77W;FRA;I
Lundi;18:25;BD1643;717;ATL;T
Lundi;18:30;AA309;320;YVR;D
Lundi;18:30;AW7975;DH4;YTZ;D
Lundi;18:30;AB474;73H;YYZ;D
Lundi;18:40;AW8759;DH1;YUY;D
Lundi;18:55;AA323;320;YYC;D
Lundi;18:55;AA335;320;YEG;D
Lundi;18:55;BC1857;319;LAS;T
Lundi;18:55;BC7628;E75;LGA;T
Lundi;18:55;BI3453;DH4;YHZ;D
Lundi;18:55;AL252;32B;KEF;I
Lundi;19:00;AA425;320;YYZ;D
Lundi;19:00;AX484;DH4;YQT;D
Lundi;19:05;AW8985;CR9;YOW;D
Lundi;19:10;AC347;77W;CDG;I
Lundi;19:10;AW8728;DH4;YQB;D
Lundi;19:15;AU597;73H;YYZ;D
Lundi;19:26;AS6228;CR7;IAD;T
Lundi;19:30;AW7977;DH4;YTZ;D
Lundi;19:30;AX483;DH4;YHZ;D
Lundi;19:35;AZ923;DH1;YVO;D
Lundi;20:00;AA427;320;YYZ;D
Lundi;20:00;BC1608;76W;FLL;T
Lundi;20:00;BC7599;E75;ORD;T
Lundi;20:00;BC7642;E75;LGA;T
Lundi;20:00;AW8032;CR2;PHL;T
Lundi;20:00;AW8464;CR9;BOS;T
Lundi;20:00;AW8826;CR2;DCA;T
Lundi;20:00;BI3434;DH4;YQB;D
Lundi;20:00;BI3539;DH4;YYZ;D
Lundi;20:01;AI672;332;AMS;I
Lundi;20:05;AW8549;CR2;YYG;D
Lundi;20:05;AW8904;DH4;YQM;D
Lundi;20:10;BC7530;E75;YYT;D
Lundi;20:30;AK475;333;MUC;I
Lundi;20:30;AW7979;DH4;YTZ;D
Lundi;20:40;AW8506;DH3;YFC;D
Lundi;20:45;AA828;333;LYS;I
Lundi;20:50;AW8761;DH3;YUY;D
Lundi;20:55;AA864;789;LHR;I
Lundi;20:55;BC7566;E75;YHZ;D
Lundi;20:55;AW8730;DH4;YQB;D
Lundi;20:55;AW8742;DH1;ZBF;D
Lundi;21:00;AA429;7M8;YYZ;D
Lundi;21:00;AA870;77W;CDG;I
Lundi;21:00;AW8989;DH4;YOW;D
Lundi;21:10;AW8792;DH3;YSJ;D
Lundi;21:15;AA311;788;YVR;D
Lundi;21:30;AW8686;DH1;YBG;D
Lundi;21:40;AB252;332;AGP;I
Lundi;21:55;AH94;788;LHR;I
Lundi;22:00;AB110;333;CDG;I
Lundi;22:00;BI3541;DH4;YYZ;D
Lundi;22:45;AB580;313;LIS;I
Lundi;22:55;AW8732;DH4;YQB;D
Lundi;23:00;AB435;73H;YUY;D
Lundi;23:05;AG425;73H;YVO;D
Lundi;23:10;AC345;772;CDG;I
Lundi;23:10;AD637;73H;MEX;I
Mardi;05:30;BC7561;E75;YYZ;D
Mardi;05:30;BF6278;CR7;DTW;T
Mardi;05:45;BG4087;CR9;ATL;T
Mardi;06:00;BE2438;73H;MIA;T
Mardi;06:00;AA481;320;YYZ;D
Mardi;06:00;BG3700;CR9;MSP;T
Mardi;06:00;BC1634;319;MCO;T
Mardi;06:00;BC1986;76W;PUJ;I
Mardi;06:00;AX448;DH4;YTZ;D
Mardi;06:00;BH4571;E75;PHL;T
Mardi;06:00;AG308;73H;SNU;I
Mardi;06:00;BI3513;DH4;YYZ;D
Mardi;06:15;BJ4728;ER4;ORD;T
Mardi;06:20;BK3533;E75;DFW;T
Mardi;06:30;AA485;320;YYZ;D
Mardi;06:30;AY832;DH3;YZV;D
Mardi;06:30;BC7630;E75;LGA;T
Mardi;06:30;AW7951;DH4;YTZ;D
Mardi;06:30;BI3543;DH4;YYZ;D
Mardi;06:35;BK3351;ER4;LGA;T
Mardi;06:35;AX450;DH4;YQG;D
Mardi;06:40;BL3669;E7W;EWR;T
Mardi;06:45;BC1600;76W;FLL;T
Mardi;06:45;BC1882;76W;CUN;I
Mardi;07:00;AA401;320;YYZ;D
Mardi;07:00;BG3679;CR9;LGA;T
Mardi;07:15;BG3833;CR9;JFK;T
Mardi;07:15;BI3652;DH4;BOS;T
Mardi;07:25;AA301;333;YVR;D
Mardi;07:25;BH4718;E75;CLT;T
Mardi;07:30;AA1210;320;PBI;T
Mardi;07:30;AW7953;DH4;YTZ;D
Mardi;07:30;BI3519;DH4;YYZ;D
Mardi;07:40;BC1618;319;TPA;T
Mardi;07:40;BC1650;321;MIA;T
Mardi;07:40;BC1842;76W;PVR;I
Mardi;07:40;AW8671;CR2;YOW;D
Mardi;07:45;AA1268;320;RSW;T
Mardi;07:45;AW8593;CR9;YWG;D
Mardi;07:45;AW8819;CR2;YHM;D
Mardi;07:45;AB284;333;PUJ;I
Mardi;07:45;AB968;73H;AA;I
Mardi;07:45;BI3448;DH4;YQB;D
Mardi;07:55;AA581;E90;ORD;T
Mardi;07:55;AW8704;DH4;YQB;D
Mardi;07:55;AX454;DH4;YTZ;D
Mardi;08:00;AA403;320;YYZ;D
Mardi;08:00;AA797;320;LAX;T
Mardi;08:00;AY802;DH3;YZG;D
Mardi;08:00;BB864;73Q;YVP;D
Mardi;08:00;BC7556;E75;YHZ;D
Mardi;08:00;AG414;73H;POP;I
Mardi;08:00;AG428;73H;PUJ;I
Mardi;08:00;AG537;73H;CUN;I
Mardi;08:00;AB892;73H;SNU;I
Mardi;08:05;AZ921;DH1;YKU;D
Mardi;08:15;AA331;320;YEG;D
Mardi;08:15;AZ927;DH1;YKU;D
Mardi;08:20;AW8788;DH3;YSJ;D
Mardi;08:25;AW8490;CR9;EWR;T
Mardi;08:25;AW8696;DH1;YZV;D
Mardi;08:30;AA317;320;YYC;D
Mardi;08:30;BC1728;319;FDF;I
Mardi;08:30;BC1736;319;LIR;I
Mardi;08:30;BC1800;319;ZSA;I
Mardi;08:30;AW7955;DH4;YTZ;D
Mardi;08:35;BC7632;E75;LGA;T
Mardi;08:40;BC1855;319;LAS;T
Mardi;08:40;BC7526;E75;YYT;D
Mardi;08:45;AW8454;CR9;BOS;T
Mardi;08:45;AW8822;CR2;YQM;D
Mardi;08:45;BI3521;DH4;YYZ;D
Mardi;08:50;AB526;320;AZS;I
Mardi;08:55;BC7703;E75;IAH;T
Mardi;09:00;AA405;320;YYZ;D
Mardi;09:00;AW8706;DH3;YGR;D
Mardi;09:00;AW8755;DH1;YUY;D
Mardi;09:00;AB984;73H;CCC;I
Mardi;09:05;AN5821;320;CUN;I
Mardi;09:05;AW8968;DH1;YYY;D
Mardi;09:05;AX458;DH4;YQT;D
Mardi;09:09;BL3673;E7W;EWR;T
Mardi;09:10;AS423;73H;PTY;I
Mardi;09:15;AB978;73H;HOG;I
Mardi;09:20;BC7300;BEH;BDL;T
Mardi;09:25;BI3451;DH4;YHZ;D
Mardi;09:30;AN2821;320;CUN;I
Mardi;09:30;AW7957;DH4;YTZ;D
Mardi;09:30;AG519;73H;CUN;I
Mardi;09:45;BJ4714;ER4;IAD;T
Mardi;10:00;AA407;7M8;YYZ;D
Mardi;10:00;AX460;DH4;YTZ;D
Mardi;10:00;AB160;73G;SJO;I
Mardi;10:00;BI3523;DH4;YYZ;D
Mardi;10:01;AD681;73H;MEX;I
Mardi;10:05;AO175;320;SNU;I
Mardi;10:05;AB238;320;VRA;I
Mardi;10:25;AB208;332;CUN;I
Mardi;10:26;BK3746;ER4;LGA;T
Mardi;10:30;BF6190;CR7;DTW;T
Mardi;10:30;AW7959;DH4;YTZ;D
Mardi;10:35;BP5415;CR7;LGA;T
Mardi;10:40;BC7634;E75;LGA;T
Mardi;10:40;AG650;73H;HOG;I
Mardi;10:55;BC7593;E75;ORD;T
Mardi;11:00;AA409;320;YYZ;D
Mardi;11:00;AX464;DH4;YTZ;D
Mardi;11:00;BI3525;DH4;YYZ;D
Mardi;11:10;BC1602;76W;FLL;T
Mardi;11:15;BJ4742;ER4;ORD;T
Mardi;11:25;AW8969;DH4;YOW;D
Mardi;11:26;BK3750;ER4;LGA;T
Mardi;11:30;AW7961;DH4;YTZ;D
Mardi;11:30;BM4900;ER4;PHL;T
Mardi;11:45;BA1932;DH1;YWK;D
Mardi;11:59;BG3845;CR2;JFK;T
Mardi;12:00;AA411;320;YYZ;D
Mardi;12:00;BI3527;DH4;YYZ;D
Mardi;12:05;AW8710;DH1;YZV;D
Mardi;12:15;BI3432;DH4;YQB;D
Mardi;12:23;BN3130;CR2;ORD;T
Mardi;12:26;BF6282;CR7;DTW;T
Mardi;12:30;AW7963;DH4;YTZ;D
Mardi;12:35;AX465;DH4;YHZ;D
Mardi;12:40;BC7558;E75;YHZ;D
Mardi;13:00;AA413;320;YYZ;D
Mardi;13:02;BG3751;CR9;ATL;T
Mardi;13:05;AW8456;CR2;BOS;T
Mardi;13:10;AW8502;DH3;YFC;D
Mardi;13:10;AW8712;DH3;YQB;D
Mardi;13:12;BG3763;CR9;LGA;T
Mardi;13:15;AW8511;CR2;YYG;D
Mardi;13:17;BK3952;ERD;JFK;T
Mardi;13:25;AW8595;CR9;YWG;D
Mardi;13:30;BC7304;BEH;BDL;T
Mardi;13:30;BC7636;E75;LGA;T
Mardi;13:30;AW7965;DH4;YTZ;D
Mardi;13:30;AW8492;CR9;EWR;T
Mardi;13:40;AW8030;CR2;PHL;T
Mardi;13:40;AW8900;DH4;YQM;D
Mardi;13:45;AW8824;CR9;DCA;T
Mardi;13:45;BH4510;E75;PHL;T
Mardi;13:55;BC7595;E75;ORD;T
Mardi;14:00;AA415;320;YYZ;D
Mardi;14:00;AA664;319;YHZ;D
Mardi;14:00;BC1610;76W;FLL;T
Mardi;14:00;BI3529;DH4;YYZ;D
Mardi;14:05;AA305;320;YVR;D
Mardi;14:10;AA17;788;PVG;I
Mardi;14:10;AW8714;DH1;YQB;D
Mardi;14:25;AW8172;CR2;IAD;T
Mardi;14:30;BC1788;319;AZS;I
Mardi;14:30;AW7967;DH4;YTZ;D
Mardi;14:35;AW8684;DH3;YBG;D
Mardi;14:40;AA1071;E90;DEN;T
Mardi;15:00;AA417;7M8;YYZ;D
Mardi;15:00;BB868;73Q;YVP;D
Mardi;15:00;AW8987;DH1;YOW;D
Mardi;15:00;AX472;DH4;YTZ;D
Mardi;15:10;AW8716;DH4;YQB;D
Mardi;15:15;AW8786;DH3;YSJ;D
Mardi;15:30;BC7638;E75;LGA;T
Mardi;15:30;AW7969;DH4;YTZ;D
Mardi;15:35;BP5107;CR9;ATL;T
Mardi;15:35;AG604;73H;CCC;I
Mardi;15:45;AG688;73H;VRA;I
Mardi;15:50;AW8460;CR2;BOS;T
Mardi;16:00;AA419;320;YYZ;D
Mardi;16:00;AW8757;DH1;YUY;D
Mardi;16:00;AW8821;CR2;YHM;D
Mardi;16:00;AW8902;DH4;YQM;D
Mardi;16:00;AW8964;DH1;YBC;D
Mardi;16:00;AX476;DH4;YTZ;D
Mardi;16:00;BI3516;DH4;YQB;D
Mardi;16:00;BI3531;DH4;YYZ;D
Mardi;16:10;AF880;789;PEK;I
Mardi;16:10;BC7560;E75;YHZ;D
Mardi;16:10;AW8718;DH3;YQB;D
Mardi;16:15;BC7302;BEH;BDL;T
Mardi;16:20;AA321;320;YYC;D
Mardi;16:20;BC1746;319;VRA;I
Mardi;16:25;BI3610;DH4;BOS;T
Mardi;16:30;BC1606;76W;FLL;T
Mardi;16:30;AW7971;DH4;YTZ;D
Mardi;16:40;AW8975;CR9;YOW;D
Mardi;16:45;AA307;320;YVR;D
Mardi;16:45;AW8494;CR2;EWR;T
Mardi;16:45;AX478;DH4;YTZ;D
Mardi;16:45;BA1910;DH1;YZV;D
Mardi;16:50;BM4899;ER4;PHL;T
Mardi;16:51;BG3771;CR9;JFK;T
Mardi;16:55;AA783;320;LAX;T
Mardi;17:00;AA421;333;YYZ;D
Mardi;17:00;BC1942;76W;LIM;I
Mardi;17:00;AW8722;DH4;YQB;D
Mardi;17:00;BI3533;DH4;YYZ;D
Mardi;17:00;AU543;73W;YVR;D
Mardi;17:10;AA781;319;SFO;T
Mardi;17:10;BC1652;321;MIA;T
Mardi;17:10;BC7685;E75;IAH;T
Mardi;17:19;BO4194;ER4;EWR;T
Mardi;17:20;BC7597;E75;ORD;T
Mardi;17:20;BN3126;CR2;ORD;T
Mardi;17:25;AW8753;DH3;YVO;D
Mardi;17:30;BP5479;CR7;LGA;T
Mardi;17:30;AW7973;DH4;YTZ;D
Mardi;17:30;AW8013;CR2;YOW;D
Mardi;17:30;AX480;DH4;YQG;D
Mardi;17:35;BC1636;76W;MCO;T
Mardi;17:40;AW8698;DH1;YWK;D
Mardi;17:45;BC7640;E75;LGA;T
Mardi;17:45;AU217;73W;YYC;D
Mardi;17:58;BF6245;CR7;DTW;T
Mardi;17:59;BK3587;ER4;JFK;T
Mardi;18:00;AA423;320;YYZ;D
Mardi;18:00;AW8597;CR9;YWG;D
Mardi;18:00;AW8726;DH3;YQB;D
Mardi;18:00;AW8973;DH4;YOW;D
Mardi;18:00;AJ87;333;ZRH;I
Mardi;18:00;BI3535;DH4;YYZ;D
Mardi;18:05;AW8462;CR2;BOS;T
Mardi;18:10;BJ4738;ER4;ORD;T
Mardi;18:15;BK3600;ERD;LGA;T
Mardi;18:15;AX482;DH4;YTZ;D
Mardi;18:20;AB478;73H;YYZ;D
Mardi;18:25;AA668;E90;YYT;D
Mardi;18:25;AA874;77W;FRA;I
Mardi;18:25;BD1643;717;ATL;T
Mardi;18:30;AA309;320;YVR;D
Mardi;18:30;AW7975;DH4;YTZ;D
Mardi;18:40;AR2701;330;ALG;I
Mardi;18:40;AW8759;DH1;YUY;D
